kudos
20
509
1195
99
34
1417
128
965
106
525
43
1619
16
2
895
1006
296
189
766
2
1068
175
82
1010
987
384
30
78
768
54
36
78
818
77
3393
422
120
87
371
106
229
20
214
3012
13
1301
132
1380
716
58
258
809
343
356
51
966
424
90
262
411
876
70
1110
137
1278
2
30
480
29
2061
8
827
177
1143
18
357
477
2
96
46
143
93
294
1508
292
2107
706
57
101
255
1573
19
77
614
284
336
68
532
913
656
180
1621
1586
2
81
1104
712
1262
365
1277
1182
277
61
130
165
130
2
10446
19
180
1588
55
525
7
4774
228
2136
240
546
3172
421
118
87
169
1126
33
1722
637
133
138
258
49
1105
897
2
2
69
21
201
40
21
244
205
71
54
108
9
2
2
11
4378
1359
35
138
2467
752
7
1962
312
1620
257
1701
7
91
13
2
98
654
233
84
30
16
1423
613
161
11
22
231
18
267
1806
1567
163
167
26
232
20
319
48
157
31
34
305
183
2
199
21
21
56
199
79
40
244
0
189
480
21
46
82
37
58
50
162
236
6
11
27
477
156
7
66
9
58
138
51
48
239
20
11
550
65
18
1014
5
95
2
86
211
534
388
91
7
157
105
48
156
4
47
84
375
116
257
1932
26
465
102
2
155
42
11
38
77
4
99
51
95
42
123
24
33
213
632
143
5
223
86
59
1
587
6
31
81
631
124
55
15
423
101
179
153
2
2
68
51
58
284
13
123
94
59
2
40
22
2
34
91
6
109
60
44
62
3
27
18
54
7
100
113
392
1893
4
2
12
103
2
28
17
207
68
51
160
849
332
40
30
35
29
188
70
351
216
97
11
6
277
463
32
293
0
2
113
26
60
23
