words,amount_keywords,up_time,keywords_mean,keywords_max,keywords_min,rating_mean,rating_max,rating_min,contentWarning_mean,contentWarning_max,contentWarning_min,romanticCategory_mean,romanticCategory_max,romanticCategory_min,kudos
8.17131687471973,2.772588722239781,2.8903717578961645,-6.907755278982137,-1.553735799264857,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,-6.907755278982137,-4.664423408932365,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,4.406719247264253
4.3694478524670215,4.0943445622221,3.367295829986474,-6.907755278982137,-2.0957436068748527,-6.907755278982137,-6.907755278982137,-4.612917827868474,-6.907755278982137,-7.680576330650167,-4.7053347589725645,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,0.6931471805599453
8.052614818815567,3.1354942159291497,4.0943445622221,-6.907755278982137,-1.8589220318070494,-6.907755278982137,-8.998044065920553,-4.806340869601026,-6.907755278982137,-10.24747749410279,-4.321166679339111,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,4.787491742782046
8.525558107747866,2.8903717578961645,3.091042453358316,-6.907755278982137,-1.967425227957139,-6.907755278982137,-8.998044065920553,-4.761241037712858,-6.907755278982137,-7.680576330650167,-4.7053347589725645,-6.907755278982137,-7.29224189011621,-4.608691398198516,-6.907755278982137,3.7612001156935624
10.458722329269523,3.871201010907891,4.02535169073515,-6.907755278982137,-1.928267105945259,-6.907755278982137,-6.907755278982137,-4.612917827868474,-6.907755278982137,-10.24747749410279,-4.321166679339111,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,4.248495242049359
9.862300908205878,3.970291913552122,3.9512437185814275,-6.907755278982137,-1.9421119574836803,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,-10.24747749410279,-4.321166679339111,-6.907755278982137,-7.29224189011621,-4.608691398198516,-6.907755278982137,4.532599493153256
8.525558107747866,3.6635616461296463,3.6635616461296463,-6.907755278982137,-2.115826846642151,-6.907755278982137,-6.907755278982137,-4.612917827868474,-6.907755278982137,-10.24747749410279,-4.321166679339111,-6.907755278982137,-7.29224189011621,-4.608691398198516,-6.907755278982137,4.406719247264253
8.525558107747866,4.624972813284271,2.6390573296152584,-6.907755278982137,-2.083658328950996,-6.907755278982137,-8.998044065920553,-4.761241037712858,-6.907755278982137,-7.680576330650167,-4.7053347589725645,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,6.142037405587356
9.014690384970896,4.060443010546419,1.791759469228055,-6.907755278982137,-1.6051971655576676,-6.907755278982137,-6.907755278982137,-4.612917827868474,-6.907755278982137,-7.680576330650167,-4.7053347589725645,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,4.653960350157523
9.004668301573977,3.6635616461296463,1.3862943611198906,-6.907755278982137,-1.825884098696482,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,-7.680576330650167,-4.7053347589725645,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,5.805134968916488
8.116118431609365,3.6375861597263857,1.0986122886681098,-6.907755278982137,-2.1405570238901217,-6.907755278982137,-8.998044065920553,-4.761241037712858,-6.907755278982137,-7.680576330650167,-4.7053347589725645,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,4.007333185232471
8.525558107747866,4.143134726391533,0.6931471805599453,-6.907755278982137,-2.491784964212003,-6.907755278982137,-6.907755278982137,-4.612917827868474,-6.907755278982137,-10.24747749410279,-4.321166679339111,-6.907755278982137,-7.29224189011621,-4.608691398198516,-6.907755278982137,4.574710978503383
7.5485559791698735,3.6635616461296463,3.6375861597263857,-6.907755278982137,-1.506012328135609,-6.907755278982137,-6.907755278982137,-4.612917827868474,-6.907755278982137,-10.24747749410279,-4.321166679339111,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,5.303304908059076
7.214504414151143,4.499809670330265,0.0,-6.907755278982137,-1.5929037747013528,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,-7.680576330650167,-4.7053347589725645,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,4.0943445622221
5.6937321388027,1.791759469228055,4.290459441148391,-6.907755278982137,-1.94098493222161,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,-10.24747749410279,-4.321166679339111,-6.907755278982137,-6.907755278982137,-4.612917827868474,-6.907755278982137,0.6931471805599453
8.956479847999912,4.04305126783455,4.127134385045092,-6.907755278982137,-1.7978835765225214,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,-7.680576330650167,-4.7053347589725645,-6.907755278982137,-8.758638646052622,-4.644033037289688,-6.907755278982137,6.045005314036012
9.0142038261485,2.70805020110221,2.8903717578961645,-6.907755278982137,-1.7338425412353478,-6.907755278982137,-7.842627749525644,-4.7189240769098895,-6.907755278982137,-10.24747749410279,-4.321166679339111,-6.907755278982137,-7.29224189011621,-4.608691398198516,-6.907755278982137,2.1972245773362196
