words,amount_keywords,up_time,keyword,rating,contentWarning,romanticCategory
7.790282380703483,3.1780538303479458,3.091042453358316,3.9921881782248594,1.9967620011132508,1.956887864209901,1.0
8.525558107747866,3.044522437723423,3.091042453358316,3.6805064040733284,1.0,1.956887864209901,0.0
9.137769679141348,4.110873864173311,3.091042453358316,6.056323594213946,1.0,1.956887864209901,0.0
8.262816937670928,4.07753744390572,4.605170185988092,5.446772844162392,1.4142135623730951,2.0,0.0
9.446202695698167,3.1780538303479458,4.59511985013459,4.379518526440165,1.0,2.5968491788439394,0.0
8.532475814947395,3.5553480614894135,4.564348191467836,4.708572139494375,1.4142135623730951,2.5968491788439394,0.0
7.037027614686276,2.833213344056216,4.553876891600541,3.993803456352591,1.0,1.956887864209901,0.0
8.89918494333876,3.2188758248682006,4.543294782270004,4.542413565504864,1.0,2.5968491788439394,0.0
8.930494185292178,4.276666119016055,4.574710978503383,6.6450977780103795,1.4142135623730951,2.5968491788439394,0.0
7.462214939768189,3.367295829986474,4.51085950651685,5.196456045443782,1.0,1.956887864209901,0.0
8.525558107747866,2.8903717578961645,3.091042453358316,4.034500832190512,1.9967620011132508,1.956887864209901,0.0
7.927685045615778,3.1780538303479458,4.430816798843313,3.8424786083371103,1.9967620011132508,1.956887864209901,0.0
10.031528902417012,3.295836866004329,4.477336814478207,4.408297494487977,1.9967620011132508,2.0,0.0
5.6937321388027,1.791759469228055,4.290459441148391,2.1798450816933164,1.0,2.5968491788439394,0.0
8.525558107747866,4.356708826689592,4.430816798843313,6.91475075973457,1.0,1.956887864209901,0.0
8.525558107747866,4.30406509320417,4.406719247264253,7.567256807720519,1.0,2.5968491788439394,1.0
10.162808729968926,3.970291913552122,3.58351893845611,6.267061115979862,1.0,1.0,0.0
10.211450079283054,3.6635616461296463,4.356708826689592,5.826855200890845,1.0,2.5968491788439394,0.0
8.381831553485561,3.367295829986474,4.248495242049359,4.1087570421797315,1.3828992025720797,2.5968491788439394,0.0
5.6937321388027,1.791759469228055,4.290459441148391,2.1798450816933164,1.0,2.5968491788439394,0.0
8.262042843966942,3.4011973816621555,4.204692619390966,4.408678875367,1.3828992025720797,2.5968491788439394,0.0
8.433594167539924,3.8501476017100584,4.2626798770413155,5.458554260391649,1.0,2.5968491788439394,0.0
9.673256443720023,3.6635616461296463,4.1588830833596715,5.413059886653011,1.0,2.5968491788439394,0.0
8.560252680876685,3.091042453358316,4.1588830833596715,3.994361072187505,1.0,1.956887864209901,0.0
8.525558107747866,3.58351893845611,4.219507705176107,5.154609297797915,1.9967620011132508,1.956887864209901,0.0
7.259819610363186,3.8066624897703196,4.1588830833596715,5.299769477704158,1.0,1.956887864209901,0.0
8.508757712595136,3.871201010907891,4.219507705176107,5.774403926981108,1.4142135623730951,2.5968491788439394,0.0
7.0925737159746784,4.0943445622221,4.2626798770413155,6.061681233645823,1.3828992025720797,1.956887864209901,0.0
6.484635235635252,3.4011973816621555,4.143134726391533,4.863922839878496,1.9967620011132508,1.956887864209901,0.0
9.230535079261703,1.0986122886681098,4.2626798770413155,1.728124417960963,1.0,1.956887864209901,0.0
9.911058818032446,4.5217885770490405,4.2626798770413155,8.235048486702548,1.9967620011132508,2.5968491788439394,0.0
8.064950891749143,3.7612001156935624,4.143134726391533,5.418954046432974,1.9967620011132508,1.956887864209901,0.0
8.525558107747866,3.7376696182833684,4.248495242049359,4.981241854447299,1.0,1.956887864209901,0.0
7.870165946469845,3.5263605246161616,4.248495242049359,4.408816280500908,1.4142135623730951,2.5968491788439394,0.0
8.525558107747866,3.6635616461296463,4.248495242049359,5.592867318943053,1.0,2.5968491788439394,0.0
8.956479847999912,4.04305126783455,4.127134385045092,6.067961983221719,1.0,1.956887864209901,0.0
8.052614818815567,3.1354942159291497,4.0943445622221,4.181209087371109,1.4142135623730951,2.5968491788439394,0.0
7.5688956634069955,2.1972245773362196,4.07753744390572,2.5103226977177453,1.3828992025720797,1.956887864209901,0.0
10.252064798437244,4.060443010546419,4.007333185232471,6.552260376587736,1.0,2.0,0.0
7.792761720816526,4.762173934797756,4.174387269895637,7.179463720342561,1.0,2.5968491788439394,0.0
8.30671904320269,3.2188758248682006,4.04305126783455,4.603571480647236,1.3828992025720797,1.956887864209901,0.0
10.175840227862885,3.1354942159291497,4.1588830833596715,4.629766235986295,1.9967620011132508,2.0,0.0
9.95759687818316,2.5649493574615367,4.189654742026425,3.046238319119492,1.0,1.7320508075688772,0.0
9.140775908590273,3.6109179126442243,4.02535169073515,5.480390962733644,1.0,1.956887864209901,0.0
5.272999558563747,2.1972245773362196,4.007333185232471,2.613905464300105,1.4142135623730951,2.5968491788439394,0.0
8.412943170042439,3.8066624897703196,4.007333185232471,5.79557999250328,1.4142135623730951,1.956887864209901,0.0
7.38770923908104,3.7612001156935624,4.127134385045092,4.807293085785055,1.0,2.5968491788439394,0.0
8.86488793377419,4.04305126783455,4.007333185232471,6.7176387347146385,1.0,1.0,0.0
8.525558107747866,3.332204510175204,3.9889840465642745,4.06976125057657,1.9967620011132508,2.0,0.0
7.6577552711348655,2.8903717578961645,3.970291913552122,3.3777264911855216,1.3828992025720797,1.956887864209901,0.0
10.262245325878965,3.367295829986474,4.0943445622221,4.611964308735596,1.3828992025720797,2.5968491788439394,0.0
8.164510268747042,4.30406509320417,4.0943445622221,3.8948576694699173,1.0,2.0,0.0
8.468423027046809,3.4657359027997265,3.091042453358316,4.8357938745998705,1.0,1.956887864209901,0.0
7.468513271496337,3.7612001156935624,3.9512437185814275,5.350332252057429,1.9967620011132508,1.956887864209901,0.0
9.366146823114383,3.6375861597263857,4.060443010546419,4.955888692741839,1.4142135623730951,2.5968491788439394,0.0
8.447199819595703,3.1354942159291497,3.9318256327243257,3.828644196427685,1.4142135623730951,1.956887864209901,0.0
8.525558107747866,4.1588830833596715,3.9318256327243257,5.874336014413678,1.0,1.956887864209901,0.0
10.469255803766243,3.5263605246161616,4.04305126783455,5.2337805532458805,1.9967620011132508,1.956887864209901,1.0
7.557994958530806,2.995732273553991,3.912023005428146,4.403856301620854,1.0,1.956887864209901,0.0
8.11552088154677,3.4011973816621555,3.912023005428146,4.919401790766688,1.3828992025720797,1.956887864209901,0.0
8.934586870389676,3.4657359027997265,3.9318256327243257,4.629531862317785,1.0,1.956887864209901,0.0
10.458722329269523,3.871201010907891,4.02535169073515,5.832576931882066,1.0,2.5968491788439394,0.0
6.994849985833071,4.454347296253507,3.8918202981106265,7.247504403283042,1.0,2.5968491788439394,0.0
9.007612005404566,4.68213122712422,4.007333185232471,7.586611159260231,1.3828992025720797,1.956887864209901,0.0
8.974997713204976,3.5263605246161616,3.871201010907891,4.8003215256979015,1.0,2.5968491788439394,0.0
5.6937321388027,1.791759469228055,4.290459441148391,2.1798450816933164,1.0,2.5968491788439394,0.0
6.467698726104354,3.258096538021482,3.8918202981106265,3.859362552673016,1.3828992025720797,1.956887864209901,0.0
10.241137666615815,2.4849066497880004,3.8918202981106265,3.191553839682524,1.9967620011132508,1.956887864209901,0.0
7.98514393119862,1.791759469228055,4.02535169073515,2.288309138005673,1.9967620011132508,2.5968491788439394,0.0
8.482601746646619,3.784189633918261,3.871201010907891,4.959313257898261,1.0,1.956887864209901,0.0
5.332718793265369,2.1972245773362196,3.8918202981106265,2.02745045746616,1.3828992025720797,1.956887864209901,0.0
9.022925868116218,4.04305126783455,3.970291913552122,6.642876727929484,1.0,2.5968491788439394,0.0
9.632400353656184,2.8903717578961645,3.8501476017100584,3.6300010829203457,1.4142135623730951,1.956887864209901,0.0
8.297294370266917,3.970291913552122,3.8501476017100584,4.703225142572823,1.0,2.5968491788439394,0.0
6.093569770045136,1.9459101490553132,3.8501476017100584,2.291765335143104,1.3828992025720797,1.956887864209901,0.0
8.471149252914831,2.9444389791664403,3.8501476017100584,3.699983423686068,1.0,1.956887864209901,0.0
8.525558107747866,3.6635616461296463,3.970291913552122,9.440307701903507,1.0,1.956887864209901,0.0
5.6937321388027,1.791759469228055,4.290459441148391,2.1798450816933164,1.0,2.5968491788439394,0.0
4.804021044733257,4.1588830833596715,3.828641396489095,5.5635405528696555,1.3828992025720797,1.956887864209901,0.0
8.68270762989381,4.3694478524670215,3.970291913552122,7.566474626204803,1.0,2.5968491788439394,0.0
7.6577552711348655,3.2188758248682006,3.8501476017100584,4.227394354622662,1.4142135623730951,2.5968491788439394,0.0
9.862300908205878,3.970291913552122,3.9512437185814275,4.848548648965789,1.0,2.5968491788439394,0.0
8.917444732471514,4.276666119016055,3.8066624897703196,6.017525158995545,1.0,1.956887864209901,0.0
8.525558107747866,3.4339872044851463,3.828641396489095,5.1891734467562065,1.0,1.956887864209901,0.0
7.77863014732581,4.574710978503383,3.8066624897703196,6.27444982720995,1.3828992025720797,1.956887864209901,0.0
8.588210678651517,3.5263605246161616,3.8066624897703196,5.030357442874887,1.9967620011132508,2.5968491788439394,0.0
9.157466882369114,2.995732273553991,3.784189633918261,4.320367901745543,1.0,1.956887864209901,0.0
8.382518288089635,4.110873864173311,3.9318256327243257,6.723409704353727,1.0,2.0,0.0
9.066585468331045,3.58351893845611,3.784189633918261,5.1954828681863106,1.9967620011132508,2.0,0.0
9.084323531392696,2.8903717578961645,3.784189633918261,3.84377664535672,1.0,2.5968491788439394,0.0
8.45914025996762,3.6375861597263857,3.784189633918261,4.1019828058210495,1.0,1.956887864209901,0.0
7.107425474110705,2.302585092994046,3.9318256327243257,2.8853840484795357,1.9967620011132508,2.5968491788439394,0.0
7.918264686095274,1.791759469228055,3.8066624897703196,2.1550974235210303,1.9967620011132508,1.956887864209901,0.0
8.764990330169104,3.258096538021482,3.912023005428146,4.170579245866327,1.0,2.5968491788439394,0.0
7.252762418053187,3.8066624897703196,3.784189633918261,5.60278673350768,1.9967620011132508,2.5968491788439394,0.0
7.4821189235521155,2.8903717578961645,3.784189633918261,3.7192571778014556,1.0,1.956887864209901,0.0
9.202711344811691,4.23410650459726,3.9318256327243257,7.433886026450462,1.0,1.956887864209901,0.0
8.639233817325263,4.795790545596741,3.784189633918261,7.610830152768502,1.0,1.956887864209901,0.0
7.661997558901893,3.6635616461296463,3.784189633918261,5.071923521976119,1.0,1.956887864209901,0.0
9.430439293104167,3.828641396489095,3.7612001156935624,5.889829715903582,1.0,1.956887864209901,0.0
9.123038043573386,3.871201010907891,3.7612001156935624,6.196522480837256,1.3828992025720797,2.5968491788439394,0.0
8.461891875631148,3.7376696182833684,3.7612001156935624,5.3210329664859,1.0,1.956887864209901,0.0
