id,kudos,title,keywords,amount_keywords,romanticCategory,rating,contentWarning,words,packaged,published,up_time
32640673,95,Friendship and Love,"Soulmates, BAMF Hermione Granger, Creature Inheritance, Love, Use of the Cruciatus Curse, mentions mpreg, Past Child Abuse, Attempted Sexual Assault, Rating May Change, Soul Bond, Torture, Prank Wars, Explicit Sexual Content, Fluff and Angst, Friendship, Slow Burn, dark themes, Memories/Flashbacks of Marauders Era, Obsessive Greyback, Original Character(s), Will cover all years of Hogwarts and Post Hogwarts, Very slow start, Powerful Hermione Granger, Creature Harry Potter, Attempted Rape/Non-Con, Fremione - Freeform, Child Abuse, Child Death, Father figure Sirius black, Other Ships Not Mentioned in Tags, Who knows who will live or die, Friendship/Love, Past Sirius Black/Remus Lupin, Sexual Content, Angst with a Happy Ending, Childbirth, Starts Hermione's first year, Alternate Universe - Canon Divergence, Friends to Lovers, Merlin - Freeform, new prophecy, Tags May Change, Letter Chapters, Pranks and Practical Jokes, anything could happen, Warning: Fenrir Greyback, Romance, Gryffindor & Slytherin Inter-House Friendships, Other Additional Tags to Be Added, Fluff and Humor, Creature Hermione Granger, Best Friends",52,F/F,Mature,Graphic Depictions Of Violence,140747,2022-09-06T13:03:27,2021-07-17,14
32942050,33,Cleats,"Teen Pregnancy, HPRomione Discord's ROMioneCOM Challenge, Implied/Referenced Underage Sex, Friends to Lovers, Best Friends",5,F/M,Teen And Up Audiences,No Archive Warnings Apply,7541,2022-09-08T13:58:35,2021-07-31,14
32543260,11,Just what Hogwarts needed | year 4,"Pretend the timeline makes sense, uncomfortable situations, Major Original Character(s), Warning ; seth, light bullying, Gryffindor & Hufflepuff Inter-House Friendships, No Sex, Awkward Romance, Original Character-centric, Feelings Realization, Morally Ambiguous Character, Not Actually Unrequited Love, Dubious morality as in ""wtf are they even doing"", Fire Magic, theyre 14, Obsessive Behavior, Dubious Morality, Eventual Romance, Friendship/Love, Elemental Magic, Child Neglect, In the memory, Crime, Seth Merbery <3, Alternate Universe - Canon Divergence, Only af the beginning, just a little, Death Threats, Gryffindor/Slytherin Inter-House Relationships, Hahshahaha im tired, Because thats weird, Idiots in Love, Harry potter got chosen for champion some other day than oct 31, Fire Powers, Crushes, Childhood Trauma, Dreams and Nightmares, Platonic Relationships, Possessive Behavior",39,F/F,Teen And Up Audiences,No Archive Warnings Apply,41750,2022-03-04T02:45:23,2021-07-13,8
32574349,38,Blaze of Inferno,"Dragon Draco Malfoy, Cunnilingus, Good Friend Theodore Nott, Draco Malfoy is a Little Shit, Wing Kink, Makeup Sex, Post-War, Enemies to Friends to Lovers, Rough Sex, Good Pansy Parkinson, Blow Jobs, Slow Burn, Hate Sex, Mutual Pining, Eventual Romance, Angst, Eventual Smut, Implied/Referenced Child Abuse, Plot Twists, Dark Hermione Granger, Good Friend Daphne Greengrass, Implied/Referenced Suicide, Rope Bondage, Italian Blaise Zabini, Eventual Happy Ending",25,F/M,Mature,No Archive Warnings Apply,13333,2022-09-06T00:58:51,2021-07-14,14
29503140,6,Mistakes,"Slow Build, Underage Drinking, Mudblood, Enemies to Lovers, Pureblood Culture (Harry Potter)",5,F/M,Mature,Graphic Depictions Of Violence,27123,2022-09-09T09:38:03,2021-07-12,14
32812777,42,Bumping into you,"Love Triangles, Minor Sirius Black/Remus Lupin, Love/Hate, Smut, Hermione Granger is a Good Friend, Minor Hermione Granger/Ron Weasley, Bromance, Enemies to Friends to Lovers, Rough Sex, Good Pansy Parkinson, Slow Burn, Emotional Hurt/Comfort, Semi-Public Sex, Sex, Fluff and Smut, Draco Malfoy is Not a Death Eater, Fluff, Humor, Alternate Universe - Everyone Lives/Nobody Dies, Enemies to Lovers, Book 4: Harry Potter and the Goblet of Fire, Oral Sex, POV Draco Malfoy, Alternate Universe - No Voldemort, Romance",25,F/M,Explicit,Graphic Depictions Of Violence,45015,2022-09-07T17:03:45,2021-07-25,14
32866987,24,BLOOD-SHED,"Attempted Murder, Lesbian Marlene McKinnon, Angst and Tragedy, Assassination Plot(s), Major Original Character(s), Murder, Regulus Black Deserves Better, POV Female Character, Hurt/Comfort, Implied/Referenced Torture, Implied/Referenced Domestic Violence, Realistic, Implied/Referenced Rape/Non-con, Tragedy, Femme Fatale, LGBTQ Character, Circe Einar can crush me, Bisexual Regulus Black, Explicit Language, Explicit Sexual Content, Fluff and Angst, Consent, and yes, so much angst its almost like im edging you, and tbh I'd say thankyou, Slow Burn, Implied/Referenced Drug Use, Marauders Friendship (Harry Potter), Peter is NOT a little shit, Blood and Gore, LGBTQ Character of Color, Requited Love, Major Character Injury, POV Original Character, Marauders Era (Harry Potter), yes I am, Good Peter Pettigrew, Not Canon Compliant, Implied/Referenced Homophobia, Non-Explicit Sex, wolfstar wolfstar wolfstar, Fluff, Marauders, Violence, Enemies to Lovers, Drug Use, Good Regulus Black, LGBTQ Female Character, LGBTQ Themes, Implied/Referenced Self-Harm, Peter Pettigrew is a Marauder, Pre-Canon",52,Multi,Not Rated,Graphic Depictions Of Violence,127395,2021-11-22T05:41:20,2021-07-28,4
33087814,143,Stolen Kisses,"St. Patrick's Day, Time Jumps: 2005 to 2010 to 2015, Stolen Kisses, Gay Sirius Black, Mistletoe, Alternate Universe - Non-Magical, Alternate Universe - Modern Setting, Happy Ending, Bisexual Remus Lupin, Getting Together, Time Skips, Friends to Lovers, First Kiss",13,M/M,Not Rated,No Archive Warnings Apply,4321,2021-12-09T23:54:23,2021-08-07,4
33164521,5,Verticordia,"Fluff and Angst, Hogwarts, Angst, Friendship, Eventual Smut, Original Character(s), Romance, Smut, Fluff, Friends to Lovers, Humor, Pining, Mild Smut",13,F/M,General Audiences,Graphic Depictions Of Violence,34069,2021-08-23T18:13:57,2021-08-10,0
33261955,59,Dream a Little Dream of Me,"Lesbian Marlene McKinnon, established JIly, mentions of suicide and suicidal thoughts, Gay Sirius Black, Smoking, Bisexual Mary Macdonald, texting fic, Character with depression, Queer Remus Lupin, Marauders era, Alternate Universe - Modern Setting, Good Peter Pettigrew, Texting, Character with OCD, Minor James Potter/Lily Evans Potter, sapphic dorcas meadows, Alternate Universe - Everyone Lives/Nobody Dies, Marauders, Friends to Lovers, Good Regulus Black, Recreational Drug Use, Alternate Universe - High School, mentions of cutting, Drinking, character with anxiety, Minor Marlene McKinnon/Dorcas Meadowes",26,F/F,Mature,Creator Chose Not To Use Archive Warnings,9679,2022-09-06T03:50:11,2021-08-15,13
32950354,213,The List,"Good Draco Malfoy, Mind Healers (Harry Potter), POV Draco Malfoy, Regret, Love, Romance, Apologies, Smut, Vaginal Sex, Friends to Lovers, POV Hermione Granger, Emotional Hurt/Comfort, Oral Sex, Falling In Love",14,F/M,Explicit,No Archive Warnings Apply,7362,2021-12-03T00:00:28,2021-08-16,4
33359377,587,"don't blame me, love made me crazy","james potter and i are the same, Marauders Era (Harry Potter), Secret Relationship, no beta we die like men, Regulus Black Deserves Better, Alternate Universe - No Voldemort, Developing Relationship, 5+1 Things, by which i mean we are both simps for regulus black, Mutual Pining, Fluff, Getting Together, Nicknames, Friends to Lovers, First Kiss",15,M/M,Teen And Up Audiences,No Archive Warnings Apply,14643,2021-12-03T00:04:40,2021-08-20,4
33288310,1,A SEA BETWEEN,"Character based on Sam Claflin, Smut, Alternate Universe - Kingdom, Forced Marriage, Enemies to Friends to Lovers, Attempted Sexual Assault, Sam Claflin - Freeform, Fluff and Angst, Bellatrix and Tom Riddle have a son called Andrew, Multiple Crossovers, Historical Inaccuracy, Alternate Universe - Bridgerton (TV) Fusion, Arranged Marriage, The Malfoy's ARE NICE in this, Eventual Romance, Eventual Smut, Crossover, Alternate Universe - Harry Potter Setting, Crossovers & Fandom Fusions, Alternate Universe - Fantasy, Creative License, Star Wars References, Loss of Virginity, Alternate Universe - Arranged Marriage, This is a crossover fic of 3 fandoms, Draco Malfoy Has a Twin",26,F/M,Explicit,No Archive Warnings Apply,110605,2021-12-07T02:23:11,2021-08-22,4
33084874,632,Lapsarian,"State Sanctioned Violence, Morally Grey Hermione, Slow Build, Eventual Smut, Slow Burn, War ethics, Espionage, Femme Fatale, High Reeve, Minor Character Death, Enemies to Lovers, Eventual HEA, War Fic",13,F/M,Explicit,Graphic Depictions Of Violence,171461,2022-09-09T19:24:36,2021-08-07,13
33181015,223,All You Knead Is Love,"Enemies to Lovers, Alternate Universe - Muggle, Inspired by Pride and Prejudice",3,F/M,Mature,No Archive Warnings Apply,104969,2022-07-31T01:39:58,2021-08-11,11
33250576,86,Dramione: Drabbles,"Fluff and Angst, Death Eaters, Soft Draco Malfoy, Hogwarts, Drabble, Dead Dove: Do Not Eat, Gryffindor, Angst, Death Eater Draco Malfoy, Pre-Battle of Hogwarts, Slytherin, Fluff, Post-Battle of Hogwarts, Battle of Hogwarts, Enemies to Lovers, Community: dramionedrabble, Character Death",17,F/M,Mature,Major Character Death,37219,2022-09-06T02:01:07,2021-08-14,13
33497143,6,Until the Very End,"POV Remus Lupin, Alternate Universe - Muggle, Explicit Language, 1970s, Mom Friend James Potter, Light-Hearted, Jealous Sirius Black, all of my homies hate Snivellus, Mutual Pining, like a lot, Marauders Era (Harry Potter), brief mention of the death of family members, Fluff, Marauders, I would die for Marlene Mckinnon, Friends to Lovers, Recreational Drug Use, Alternate Universe - Non-Magical, Drinking, Period-Typical Homophobia, Remus Lupin Needs a Hug",21,F/F,Mature,No Archive Warnings Apply,7577,2022-09-08T09:36:35,2021-08-26,13
33608875,31,𝑀𝓎 𝒮𝓁𝓎𝓉𝒽𝑒𝓇𝒾𝓃,"Park Jimin Has a Nice Ass (BTS), Park Jimin Has a Tragic Past (BTS), Park Jimin is a Tease (BTS), Dirty Talk, Jealous Jeon Jungkook, Love, Smut, Wizards, Jeon Jungkook & Park Jimin are Rivals, Jealousy, Jeon Jungkook is a Little Shit, Gryffindor Kim Namjoon | RM, Shameless Smut, Slytherin Harry Potter, Adorable Kim Taehyung | V, Park Jimin is Bad at Feelings (BTS), Ravenclaw Jeon Jungkook, Heavy Angst, Rough Sex, Slytherin Park Jimin (BTS), Angst and Fluff and Smut, Park Jimin is a Little Shit (BTS), Hufflepuff Jung Hoseok | J-Hope, Park Jimin Has a Big Dick (BTS), Slytherin Min Yoongi | Suga, Semi-Public Sex, Park Jimin in Love (BTS), Ravenclaw, Enemies, Sex, Hufflepuff Kim Taehyung | V, Gryffindor vs. Slytherin Rivalry, Alternate Universe - Harry Potter Setting, Slytherin, Artist Park Jimin (BTS), Slytherins Being Slytherins, Enemies to Lovers, Friends With Benefits, Falling In Love, Rivalry, Jealous Park Jimin (BTS), Gryffindor, Kim Taehyung | V & Park Jimin are Best Friends, Gryffindor Kim Seokjin | Jin, Alternate Universe - Wizards, Protective Bangtan Boys | BTS",46,F/M,Mature,Graphic Depictions Of Violence,56606,2021-12-04T15:09:54,2021-09-01,3
33682600,81,Tear you apart,"Morally Grey Hermione Granger, Rough Sex, Light Dom/sub, Draco Malfoy Has a Large Cock, Dom Draco Malfoy, Vampire Draco Malfoy, Blood Bond, Not Britpicked, Not Canon Compliant, Blood Drinking, Hate Sex, Alternate Universe - Canon Divergence, Enemies to Lovers, Possessive Draco Malfoy, Blood Kink, Character Turned Into Vampire",16,F/M,Explicit,Graphic Depictions Of Violence,3167,2022-09-05T03:18:46,2021-09-04,12
33692125,631,Ignite,"Underage Sex, more like secret enemies with benefits, Hogwarts Seventh Year, Secret Relationship, Hogwarts Era, Head Girl Lily Evans Potter, Head Boy James Potter, secret friends with benefits, Enemies to Lovers, so many fire metaphors, Fire, jily",12,F/M,Explicit,Creator Chose Not To Use Archive Warnings,192581,2022-09-05T05:01:50,2021-09-05,12
33898771,55,The End of Autumn,"Bad Flirting, Marauders Era (Harry Potter), Hogwarts Seventh Year, Oblivious Sirius Black, Halloween, Slow Dancing, Swearing, Minor James Potter/Lily Evans Potter, Friends to Lovers, Getting Together, Fluff, Alcohol, Pining, First Kiss, POV Sirius Black, Not Actually Unrequited Love",16,M/M,Teen And Up Audiences,No Archive Warnings Apply,3348,2021-12-06T14:44:42,2021-09-15,3
33934186,15,stardust.,"Lesbian Marlene McKinnon, Modern Marauders (Harry Potter), Gay Sirius Black, Asexual Peter Pettigrew, LGBTQ, Bisexual Regulus Black, Alternate Universe - College/University, Everyone Is Gay, Welsh Remus Lupin, Friendship, Pansexual Dorcas Meadowes, Gideon Prewett Lives (Harry Potter), mary is a bisexual icon, Marauders Friendship (Harry Potter), james potter is in love with lily evans, Fabian Prewett - Freeform, sirius black is a mess in love with his best friend, Desi James Potter, regulus is bisexual, Marauders Era (Harry Potter), Friendship/Love, Regulus Black - Freeform, bisexual remus, lily evans bisexual, text fic, Sirius is in love with Remus, Alternate Universe - Everyone Lives/Nobody Dies, Marauders, Friends to Lovers, Comfort, French Sirius Black, Asexual Sirius Black, Taylor Swift References, Gideon Prewett - Freeform, Happy Ending, james potter pan, Flirting, dorlene living together with two cats, remus is a swiftie",39,M/M,Not Rated,No Archive Warnings Apply,19914,2022-09-07T10:58:24,2021-09-17,12
34189252,101,Yule Ball Blurbs,"Fluff and Angst, Alternate Universe - Hogwarts, Yule Ball (Harry Potter), Slow Dancing, One Shot Collection, Fluff, Friends to Lovers, First Kiss, Love Confessions, Short & Sweet, Falling In Love",11,F/F,General Audiences,No Archive Warnings Apply,3181,2022-09-09T17:37:25,2021-09-30,12
33695017,124,Life On Mars,"Animated GIFs, Dirty Talk, First Time, Frottage, Original Characters - Freeform, Aliens, Down and Out Draco Malfoy, Illustrations, Harry/Draco Big Bang 2021, Draco Malfoy in the Muggle World, POV Harry Potter, Slow Burn, Implied Switching, Fake Marriage, Harry Potter & Ginny Weasley Friendship, Hand Jobs, Harry Potter Epilogue What Epilogue | EWE, Digital Art, Comic, soul marks, Arguments, Enemies to Lovers, Top Draco Malfoy, Rivalry, Unwanted/Uncomfortable touching (in the context of playing up a fake marriage), Bottom Harry Potter, Political Campaigns, Post-Hogwarts, Drinking, Brief scene of dubiously consensual touching with one party rousing from sleep, Banter, Brief scene of dubiously consensual kissing between two drunk characters",32,M/M,Explicit,No Archive Warnings Apply,110937,2021-12-10T00:18:51,2021-09-21,3
34134106,423,Antisocial Distance,"Adult Content, Romance, Potions, Enemies to Lovers, Locked In, Older Man/Younger Woman, Sexual Tension",7,F/M,Mature,No Archive Warnings Apply,30766,2022-09-09T05:24:25,2021-09-28,12
9921107,87,Of Clothes and Dreams,"Enemies to Lovers, Romance, more like rivals to lovers",3,M/M,General Audiences,No Archive Warnings Apply,1937,2022-01-10T02:44:56,2017-02-25,59
10577466,229,Friends don't treat me like you do,"Oblivious, Hogwarts, Based on an Ed Sheeran Song, Sleeping Together, Developing Relationship, Cuddling & Snuggling, Fluff, Marauders' Era, Friends to Lovers, First Kiss, Love Confessions",11,M/M,General Audiences,No Archive Warnings Apply,4051,2022-01-09T07:09:47,2017-04-09,57
10736562,214,Stygian,"Auror Teddy Lupin, Slow Burn, Friends to Lovers, Professor Nico, Next-Gen, professor percy",6,F/M,Mature,Major Character Death,21112,2022-10-04T12:36:07,2017-04-26,66
10582146,20,The Vorpal Prophecy,"Fantasy, Hogwarts, Gryffindor, Wonderland, Ravenclaw, Houndsditch Home for Wayward Youth, Fanfiction, Slytherin, Wool's Orphanage, Madness, Rutledge Asylum, Eventual Romance, Hufflepuff, My First Fanfic",14,F/M,Teen And Up Audiences,Graphic Depictions Of Violence,26261,2022-08-20T06:11:23,2017-04-09,64
10840320,3012,The Things They Never Say,"Semi-Public Sex, Non-Linear Narrative, Anal Sex, Switching, HP: EWE, Face-Fucking, Intercrural Sex, Angry Sex, wanking, Coming Out, First Times, Anal Fingering, and also the bottom, Pining, Enemies to Lovers, Bottoming from the Top, Falling In Love, Rimming",18,M/M,Explicit,No Archive Warnings Apply,9328,2022-01-25T09:37:37,2017-05-07,56
11187702,13,Red and Gold,"Alternate Universe - Harry Potter Setting, Friends to Lovers",2,M/M,Not Rated,Creator Chose Not To Use Archive Warnings,195,2022-01-22T20:28:20,2017-06-13,55
11524866,716,Because Why Not?,"Black Hermione Granger, Warning: Heavy Topics, Friendship, Hispanic hermione Granger, Like... Jane Austen level slow burn, Slow Burn, Hurt/Comfort, Warning: Language, Autistic Hermione Granger, Friends to Lovers, Family",11,F/M,Teen And Up Audiences,Graphic Depictions Of Violence,542422,2022-01-19T08:33:32,2017-07-17,54
13466577,29,Love and Light Conquers Hate and Dark,"Enemies to Lovers, Minor Character Death",2,M/M,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,2937,2022-02-04T12:24:16,2017-06-25,56
11839839,258,draco malfoy unknowingly delves deeper into assholery,"Underage Sex, Character Development, Everyone Is Alive, Slow Burn, Porn with Feelings, Alternate Universe - No Voldemort, Teen Angst, Friends to Lovers, Quidditch, Pining, Angst and Porn, Pureblood Culture",12,F/M,General Audiences,Creator Chose Not To Use Archive Warnings,28631,2022-08-20T05:28:01,2017-08-18,60
12284445,51,Dragons and Plants and Your Love,"Hogwarts, Boys In Love, Boys' Love, Self Confidence Issues, Friendship/Love, neville has confidence issues, Anxiety, Slow Burn, Age Difference, charlie helps him out, Gay, Dragons, Wizards, Friends to Lovers, Bullying, Loneliness, charlie is uber hot, Falling In Love",18,M/M,Not Rated,Creator Chose Not To Use Archive Warnings,11686,2022-08-24T02:18:52,2017-10-06,58
12655875,262,A Moment Changes Everything,"Sirius Black Lives, Smut, Romance, Supportive Harry, Friends to Lovers, Cross-Generation Relationship, Language, Past Hermione Granger/Ron Weasley, Explicit Sexual Content",9,F/M,Explicit,No Archive Warnings Apply,1916,2022-01-18T16:01:10,2017-11-17,50
12602716,90,"Yew, Pine and Oak","Animal Death, animal injury, Friendship, Implied/Referenced Torture, Deaf Character, Alternate Universe - Harry Potter Setting, Incompetent Teachers, Mutism, Eventual Romance, Ableism, Bullying, Characters are slightly Ooc at first because they are children, Panic Attacks",13,Multi,Teen And Up Audiences,No Archive Warnings Apply,35216,2022-08-20T10:07:10,2017-11-02,57
13207248,70,The Voice in His Head,"Secrets, Drama, First Time, Smut, Christmas, POV Remus Lupin, Pining, First Love, Slow Burn, Mutual Pining, Marauders' Era, Shrieking Shack, Angst, MWPP, Get Together, Dark Magic, Gay Sex, Fluff, Marauders, Friends to Lovers, First Kiss, Werewolf Transformation, Werewolf, Slight Humor, Falling In Love, Canon Universe, Happy Ending, Romance",28,M/M,Mature,Creator Chose Not To Use Archive Warnings,34847,2022-08-24T22:39:47,2017-12-30,56
6108066,766,Our Version of Perfect,"Angst, cystic fibrosis, Coma, Traumatic Brain Injury, Injury, Car Accident, Grief, Fluff, Alternate Universe- non magic, Friends to Lovers, First Kiss, Comatose Lily, Comatose James, Comatose Harry, Ill Teddy",15,F/M,General Audiences,Creator Chose Not To Use Archive Warnings,4367,2021-12-24T01:05:01,2016-02-26,70
6770536,1068,Forget-Me-Not,"Established Relationship, past James/Lily - Freeform, Tamilian James, Slow Burn, Florist James, Alternate Universe- No Magic, Desi Potters, PoC, Fluff, artist Sirius, Friends to Lovers, First Kiss, Tattoo Artist Regulus",13,M/M,General Audiences,Creator Chose Not To Use Archive Warnings,3874,2021-12-21T17:37:04,2016-05-07,67
7720237,1010,A Little Like This,"Angst, Practice Kissing, Boys In Love, Teen Angst, Canon Compliant, Community: HPFT, Friends to Lovers, First Kiss, Falling In Love, Best Friends",10,M/M,Mature,No Archive Warnings Apply,5220,2021-12-27T20:58:37,2016-08-09,64
7591828,82,To Trust the Broken,"Mindfuck, Angst, Mental Health Issues, First Time, Voyeurism, Infidelity, Emotional Roller Coaster, Romance, Complete, Denial of Feelings, Mental Anguish, Character Death (not Harry or Draco), Alternate Universe - Voldemort Wins, Enemies to Lovers, Dark, Virgin Harry, Prisoner Harry Potter",17,M/M,Explicit,Creator Chose Not To Use Archive Warnings,15887,2021-12-26T06:55:15,2016-08-05,64
7916677,30,Hallowed Thoughts,"Angst, wolfstar mentioned, Slow Burn, Police man!Harry, (also my friend made fun of me for putting cults in the tags it makes sense later), victorians, Alternate Universe, Enemies to Friends to Lovers, Fluff, Alternate Universe - No Magic, Enemies to Friends, Friends to Lovers, victorian au, Doctor!Severus, Cults",15,M/M,Not Rated,Creator Chose Not To Use Archive Warnings,4958,2022-04-24T06:07:05,2016-08-30,68
7941313,78,Cursed Child: Rewritten,"Albus is just awkward, Unrequited Love, Awkward Romance, Slytherin Scorpius Malfoy, Spoilers, Epic Bromance, One-Sided Attraction, Canon Compliant, Slytherin Albus Severus Potter, Bromance, again obviously, Slash, Fix-It, Fluff and Angst, Harry Potter Next Generation, technically, Big Gay Love Story, Teen Romance, Awkwardness, Maybe - Freeform, Angst, Hugging, Friendship/Love, Scorbus, Friends to Lovers, Awkward Crush, (Obviously), obviously, Romantic Friendship, Best Friends",30,M/M,General Audiences,No Archive Warnings Apply,1203,2022-08-20T23:51:39,2016-09-02,71
8015266,78,I Want You To Want Me,"Angst, Fluff and Angst, Light Angst, Angst with a Happy Ending, POV Third Person Limited, written for hpshipweeks, Happy Ending, Romance, Fluff, Possibly Unrequited Love, this is barely proof-read and probably full of filler words rip, Friends to Lovers, Not Actually Unrequited Love",13,F/F,Teen And Up Audiences,No Archive Warnings Apply,3181,2021-12-25T13:58:23,2016-09-11,63
7979062,54,Giving Light to Your Darkness,"Eventual Romance, Angst",2,M/M,Mature,No Archive Warnings Apply,10204,2022-08-21T07:44:00,2016-09-07,71
8010604,36,Time Well Spent,"Witches, Professors, Awkward Romance, draco - Freeform, Defense Against the Dark Arts, Smut, spells, Christmas, Implied/Referenced Character Death, Ghosts, otp, Masquerade Ball, Masks, Hogwarts, Adventure, Wizard, Antagonistic Relationship, Gore, Adult Harry, student army, Eventual Romance, Mystery, Minor Original Character(s), possible smut idk, Death Eaters, Post, Self Harm, Grownup, Animagus, Quidditch Injuries, gay af tbh, Ravenclaw, Teachers, Slytherin, coarse language, fighing, Platonic Romance, Arguments, nerds, Hufflepuff, NSFW, spell, potter, Sleep Walking, Angry Gays, Adult Content, Drarry, Gryffindor, Idiots in Love, Post-Hogwarts, Gay, Drinking, Swearing, Adult Draco Malfoy, Implied/Referenced Self-Harm, Malfoy, harry - Freeform",57,M/M,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,20152,2022-08-21T14:19:41,2016-09-11,71
8189333,818,An Unconventional Escape,"dark au, Voldemort Wins, Angst and Fluff and Smut, Or Is It?, Arranged Marriage, Alternate Universe - Voldemort Wins, Memory Loss, all is lost, Marriage Law Challenge, Azkaban, dub con, Imperius, Eventual Romance, S&R:CRW, Alternate Universe - Arranged Marriage, Possessive Draco Malfoy",16,F/M,Explicit,No Archive Warnings Apply,58402,2022-08-23T00:02:22,2016-10-02,70
8403472,3393,I Welcome the Unwelcome,"Manipulative Dumbledore, AU-fifth year, Eventual Smut, Don't post to other sites or apps, Childfree, Marriage Contracts, Morally Grey Harry Potter, Other Additional Tags to Be Added, Female Harry Potter, Eventual Romance, No Kids - Freeform, mentions of child abuse",12,F/M,Mature,Creator Chose Not To Use Archive Warnings,51079,2022-08-24T19:09:50,2016-10-28,70
7894804,384,Sincere Gratitude from the Heart,"Hogwarts Eighth Year, Hogwarts Era, First Time, French Kissing, Denial of Feelings, Pining, Coming In Pants, Series, Kissing, POV Harry Potter, Winter, Boys Kissing, Snow, Getting Together, Coming Untouched, Humor, First Kiss, Enemies to Lovers, Falling In Love, Bottom Harry Potter, Alternate Universe - Hogwarts",21,M/M,Mature,No Archive Warnings Apply,1422,2021-12-24T11:49:38,2016-08-28,64
7953880,768,A Very Sincere Epilogue,"Alternate Universe - Hogwarts, Tooth-Rotting Fluff, Hogwarts Eighth Year, Emotionally Repressed, Epilogue, Sweet, Fluffy Ending, Happy Ending, Holding Hands, Getting Together, Confessions, Fluff, Enemies to Lovers, Series, Falling In Love",15,M/M,Teen And Up Audiences,No Archive Warnings Apply,655,2021-12-21T01:50:59,2016-09-04,63
18579907,49,Best Mates,"Insomnia, Canon Het Relationship, Het and Slash, Frottage, Laughter During Sex, LGBTQ Character, Late at Night, Homosexuality, Wet Dream, Canon Related, Bisexual Character, Boarding School, Sleeptalking, Queer Character, Boys Kissing, Bi-Curiosity, Sexual Fantasy, Bisexuality, Making Out, Friends to Lovers, Friends With Benefits, Sleepy Boys, Late Night Conversations, LGBTQ Themes, Fuckbuddies, Sexual Experimentation, Fluff and Humor, Queer Themes, Best Friends",29,F/M,Mature,Underage,2254,2022-03-16T06:39:03,2007-03-19,180
3096443,43,Phases of the Moon,"Originally Posted on FanFiction.Net, Slow Build, Novel, Slow Burn, Mild Hurt/Comfort, Epic, Alternate Universe, Romance, Complete, Eventual Romance",10,F/M,Teen And Up Audiences,No Archive Warnings Apply,98580,2022-05-26T13:34:32,2006-03-08,194
12161496,343,Downfall,"Harry can't resist a challenge, Truly scary Voldemort, That he doesn't know himself, Romance, But Harry has secret powers, Voldemort is a true challenge, Post-Half-Blood Prince, Enemies to Lovers, Independent Harry Potter",9,M/M,Mature,No Archive Warnings Apply,4762,2022-01-23T16:12:59,2006-01-01,192
375362,20,Our Happy (strike)Ending(/strike) Beginning,"Hogwarts, Threesome - F/F/M, Friendship, Community: Dearsanta, Gift Fic, Developing Relationship, Canon Compliant, Post - Deathly Hallows, Friends to Lovers, POV Alternating, Post-War, Threesome",12,Multi,Teen And Up Audiences,No Archive Warnings Apply,2417,2022-05-05T17:11:44,2008-01-04,172
856175,509,Dear Sirius,"Agony Uncle, Alternate Universe - Celebrity, Developing Relationship, Alternate Universe - Canon, Hijinks & Shenanigans, Getting Together, Friends to Lovers, Epistolary",8,M/M,Explicit,No Archive Warnings Apply,227423,2022-05-17T16:07:36,2008-06-18,167
20063335,244,Lemon,"Louis in Sweaters, Rutting, Anal Sex, Top Harry, Personal Assistant Louis Tomlinson, Strangers to Lovers, Louis is a crossdresser, Larry Stylinson Is Real, Bottom Louis, Famous Harry, Lemon, Alpha/Omega, Alpha Harry, Met Gala, Omega Louis, Possessive Harry Styles, Nicknames, Weird Louis Tomlinson, Cute, Louis in Lace, Eventual Smut, Alpha/Beta/Omega Dynamics, Louis in Glasses, Anal Fingering, Fluff and Smut, Fluff, Humor, Friends to Lovers, Crossdressing, lemonade, Anal, Feminine Louis, Soft Louis Tomlinson, Non-Famous Louis Tomlinson, Fluff and Humor, Powerful Harry, Possessive Behavior, Mating Cycles/In Heat, Possessive Harry",39,M/M,Not Rated,No Archive Warnings Apply,7473,2022-03-14T22:17:35,2019-08-01,31
20004121,21,Ballad of Jimin,"Omega Park Jimin (BTS), I don't know what else to put?, Power Imbalance, Historical Inaccuracy, Side Ships, Bottom Park Jimin (BTS), Invasion, War, not too graphic in its violence, Angst, Top Jeon Jungkook, takes place in korea, Implied Mpreg, Discrimination, Sexism, Inspired by Mulan (1998), Alpha/Beta/Omega Dynamics, If there's smut, Violence, Friends to Lovers, Jimin is strong, Admiration, Historical, Badass Park Jimin (BTS), Happy Ending, Other Additional Tags to Be Added, Misogyny",27,F/M,Not Rated,No Archive Warnings Apply,324,2022-09-03T06:53:02,2019-07-27,38
1972821,106,We love the things we love for what they are,"Knotting, Overprotective Louis, Anal Sex, larry stylinson - Freeform, audition, Mpreg Harry, Band Fic, They meet in the toilets, Scent Kink, mentioned infertility, X-Factor, Mpreg, Marking, The X Factor Era, Hair-pulling, Cute, larry - Freeform, Size Kink, non-au, Angst, Defect Alpha mechanism, Sex, Accidental Bonding, Alpha/Beta/Omega Dynamics, courting, Anal Fingering, Cuddling, Fluff, Friends to Lovers, Blow Job, Omega Harry, zerrie, one direction - Freeform, Scent Marking, Pain Kink, Alpha Louis, Best Friends",37,F/F,Not Rated,Creator Chose Not To Use Archive Warnings,7559,2022-08-23T10:31:24,2014-07-17,97
